song_id,day,total_streams,unique_listeners,repeat_listeners,skips,completions,saves,shares,playlist_adds,repeat_rate,skip_rate,completion_rate,save_rate,share_rate,playlist_add_rate,previous_streams,stream_growth,previous_growth,growth_acceleration
S00004,2026-01-10,443294,313689,53740,149332,256057,11161,3411,6074,0.17131617621274575,0.3368689853686267,0.5776234282440096,0.03557982587849749,0.010873827262033415,0.019363127173729393,428773.0,0.03386640483425962,0.051017256593783644,-0.017150851759524022
S00004,2026-01-11,458503,337131,53799,151973,264369,11171,3300,6805,0.1595789173941287,0.3314547560212256,0.5765916471647949,0.03313548739214133,0.009788479849079438,0.02018503193120775,443294.0,0.03430905899921943,0.03386640483425962,0.00044265416495981036
S00004,2026-01-12,433645,312044,54261,140730,247440,11701,3561,5800,0.17388893873940856,0.3245281278465104,0.5706049879509737,0.03749791696042866,0.011411852174693312,0.018587122328902334,458503.0,-0.05421556674656436,0.03430905899921943,-0.08852462574578379
S00004,2026-01-13,380408,266057,44495,129373,219937,8990,2604,4480,0.16723859924752965,0.340090113772581,0.5781608168072175,0.033789751820098704,0.009787376389269969,0.016838497013797794,433645.0,-0.1227663180712334,-0.05421556674656436,-0.06855075132466903
S00004,2026-01-14,394224,297822,46671,129947,227297,10533,3115,6242,0.15670769788665714,0.32962731847883436,0.5765681439993506,0.03536676269718154,0.010459267616227142,0.02095882775617651,380408.0,0.036318899707682206,-0.1227663180712334,0.1590852177789156
S00005,2026-01-01,483584,343816,69762,165174,273053,11251,3830,6016,0.20290504223189149,0.3415621691371096,0.564644405108523,0.03272389882960653,0.011139679363380412,0.01749773134467273,,0.0,,0.0
S00005,2026-01-02,448779,341032,53536,152441,258505,9387,2743,6596,0.15698233596847216,0.3396794413285827,0.576018485713458,0.027525276220413335,0.008043233479556171,0.019341293485655307,483584.0,-0.07197301813128643,0.0,-0.07197301813128643
S00005,2026-01-03,472500,335389,49755,159410,270720,9538,2364,5332,0.1483501247804788,0.3373756613756614,0.572952380952381,0.028438619036402504,0.007048531704975417,0.01589795729734726,448779.0,0.05285675131857781,-0.07197301813128643,0.12482976944986424
S00005,2026-01-04,461780,346611,65810,157230,261456,10646,2762,4972,0.18986702672448363,0.3404868119017714,0.5661916930139893,0.03071454743213574,0.00796858726353174,0.0143446111058218,472500.0,-0.022687830687830646,0.05285675131857781,-0.07554458200640846
S00005,2026-01-05,522860,391925,74570,172012,302072,12525,3114,6169,0.19026599476940742,0.32898290173277744,0.5777301763378342,0.03195764495758117,0.007945397716399821,0.015740256426612236,461780.0,0.1322707782926935,-0.022687830687830646,0.15495860898052416
S00005,2026-01-06,560652,376238,63028,185141,315976,11758,2810,7268,0.16752162195206227,0.33022445295834135,0.5635866812211496,0.03125149506429441,0.007468676741849574,0.01931755962980879,522860.0,0.07227938645144016,0.1322707782926935,-0.05999139184125335
S00005,2026-01-07,518831,384617,60065,173751,294231,11388,3293,6337,0.1561683440929548,0.334889395583533,0.5671037389824433,0.029608675643562298,0.00856176404059103,0.01647613080025064,560652.0,-0.0745935089859664,0.07227938645144016,-0.14687289543740656
S00005,2026-01-08,573554,423431,74038,191713,325396,12973,4020,7168,0.1748525733826763,0.33425449042287214,0.5673328056294612,0.030637813480826864,0.009493872673469822,0.01692837794115216,518831.0,0.1054736513431156,-0.0745935089859664,0.180067160329082
S00005,2026-01-09,545311,403474,59673,182080,312262,11249,3368,6675,0.147898005819458,0.3339012050004493,0.5726310307329212,0.02788035908137823,0.008347501945602442,0.016543816949791065,573554.0,-0.049242094031250794,0.1054736513431156,-0.1547157453743664
S00005,2026-01-10,520215,364863,59615,178224,306121,11141,3151,5749,0.163390094364186,0.3425968109339408,0.5884509289428409,0.030534748659085738,0.008636118214233835,0.01575659905224701,545311.0,-0.04602144464351532,-0.049242094031250794,0.0032206493877354747
S00005,2026-01-11,479819,333973,67183,162055,278106,10903,2713,5207,0.20116296826390156,0.33774194018994663,0.579606059785044,0.032646351651181384,0.008123411173957176,0.015591080716105793,520215.0,-0.07765250905875454,-0.04602144464351532,-0.03163106441523922
S00005,2026-01-12,479683,345231,54742,163673,271519,10262,3439,5207,0.15856629329347596,0.34121075793805494,0.5660384045296581,0.029725024693610946,0.009961446104202694,0.015082654802146968,479819.0,-0.0002834402139140213,-0.07765250905875454,0.07736906884484052
S00005,2026-01-13,517687,358393,57345,171098,292406,11448,3297,6360,0.16000591529410452,0.3305047258285412,0.5648316453764534,0.03194258816438937,0.009199398425750504,0.017745882313549653,479683.0,0.07922732304459412,-0.0002834402139140213,0.07951076325850814
S00005,2026-01-14,488727,346358,59945,166774,276804,10603,3022,5941,0.17307237020654928,0.34124163387739986,0.5663775482017568,0.030612834119610344,0.008725076366072098,0.017152772564802892,517687.0,-0.05594113817808832,0.07922732304459412,-0.13516846122268245
S00006,2026-01-01,463133,330171,56665,150802,261211,9715,3356,6390,0.17162318919590153,0.3256127289569087,0.5640086109173823,0.029424146881464452,0.0101644299469063,0.019353607676022424,,0.0,,0.0
S00006,2026-01-02,423917,323626,60946,139898,244356,9741,2423,5388,0.18832232268111956,0.3300127147531238,0.5764241585027258,0.030099559367912344,0.007487037506257223,0.01664884774400079,463133.0,-0.08467546039690543,0.0,-0.08467546039690543
S00006,2026-01-03,444774,329736,55939,151714,255702,9196,3453,5704,0.16964783948370818,0.3411035717015833,0.574903209270326,0.027888977848945822,0.010472013974816216,0.01729868743479632,423917.0,0.0492006689988842,-0.08467546039690543,0.13387612939578963
S00006,2026-01-04,401804,293672,43641,138216,230653,7972,2884,4692,0.14860456563785449,0.343988611362754,0.5740435635284865,0.02714593151543218,0.009820479991282792,0.015977008363071726,444774.0,-0.09661086304505206,0.0492006689988842,-0.14581153204393626
S00006,2026-01-05,445571,331051,60389,150524,254280,10432,3075,4893,0.18241600236821517,0.3378227039012862,0.5706834600995128,0.03151176102775705,0.009288599037610519,0.01478020002960269,401804.0,0.10892624264566808,-0.09661086304505206,0.20553710569072015
S00006,2026-01-06,417922,305194,58512,142111,235726,9947,3047,5267,0.1917206760290176,0.3400419216983073,0.564043051095659,0.03259238386075742,0.009983813574316665,0.017257875318649776,445571.0,-0.06205296125645521,0.10892624264566808,-0.1709792039021233
S00006,2026-01-07,451416,346565,63260,155348,254165,9947,3399,6854,0.18253430092479045,0.34413489995923935,0.5630394137558261,0.028701686552306205,0.009807683984245379,0.019776953818187063,417922.0,0.08014414172979656,-0.06205296125645521,0.14219710298625177
S00006,2026-01-08,457226,339981,59545,154644,257618,11437,3170,7433,0.17514214029607536,0.33822223583085825,0.5634368999138282,0.03364011518290728,0.009324050461643444,0.021862986461008115,451416.0,0.012870611586651703,0.08014414172979656,-0.06727353014314486
S00006,2026-01-09,460226,353512,61751,156177,263197,11308,3410,5521,0.17467865305845345,0.33934849400077355,0.5718864210192384,0.03198759872366426,0.009646065762972686,0.015617574509493313,457226.0,0.006561306662350885,0.012870611586651703,-0.006309304924300818
S00006,2026-01-10,434525,313179,53169,148247,247857,9238,2329,5495,0.16977191957315146,0.34117024336919627,0.5704090673724181,0.029497507815019527,0.007436641664990309,0.01754587631993205,460226.0,-0.055844302581775085,0.006561306662350885,-0.06240560924412597
S00006,2026-01-11,451489,321269,54875,151566,264428,9463,2777,6484,0.17080701841758775,0.3357025309586723,0.5856798283014647,0.029455067248940918,0.008643846745250865,0.020182463916531005,434525.0,0.039040331396352324,-0.055844302581775085,0.09488463397812741
S00006,2026-01-12,409960,288343,50847,139463,233540,9588,2646,5141,0.1763420648325085,0.3401868474973168,0.5696653332032393,0.033252064381656565,0.009176570958892709,0.01782946005278436,451489.0,-0.09198230743163183,0.039040331396352324,-0.13102263882798415
S00006,2026-01-13,452048,321153,62775,152249,259309,10052,2867,4930,0.19546758087266816,0.33679830460482074,0.5736315612501327,0.03129972318489941,0.00892720914953309,0.015350938649179675,409960.0,0.10266367450482972,-0.09198230743163183,0.19464598193646154
S00006,2026-01-14,456820,340688,59223,149201,259680,10807,3206,7330,0.17383353684309397,0.3266078542970973,0.5684514688498752,0.03172110552763819,0.009410369605034519,0.021515286713943548,452048.0,0.01055640109014977,0.10266367450482972,-0.09210727341467995
S00007,2026-01-01,465139,338478,69343,158412,272888,12669,3339,5721,0.20486708146467422,0.34056916319637787,0.586680540655589,0.03742931593781575,0.0098647474872813,0.01690213248719267,,0.0,,0.0
S00007,2026-01-02,462814,338285,60968,156682,262448,8817,3570,6752,0.18022673189766025,0.3385420492897795,0.5670701404884035,0.026063821925299675,0.010553231742465672,0.019959501603677373,465139.0,-0.004998505822990551,0.0,-0.004998505822990551
S00007,2026-01-03,456161,326517,53574,149568,258112,10877,3497,4942,0.16407721496889902,0.3278842338560289,0.5658353081477812,0.03331220120238763,0.010710008973499083,0.015135505961404765,462814.0,-0.01437510533389219,-0.004998505822990551,-0.00937659951090164
S00007,2026-01-04,452229,329506,65153,147404,258129,12269,3415,6584,0.19772932814576974,0.3259499059105011,0.5707926736233192,0.03723452683714409,0.010363999441588317,0.019981426741849922,456161.0,-0.008619763636084632,-0.01437510533389219,0.005755341697807559
S00007,2026-01-05,528458,388597,70288,176634,298369,13649,4063,7574,0.18087633203550207,0.3342441594223193,0.5646030526550833,0.035123791485780896,0.01045556193176993,0.01949062910933435,452229.0,0.1685628298937043,-0.008619763636084632,0.17718259352978893
S00007,2026-01-06,458432,345549,57150,151085,266019,11757,3083,6848,0.16538898969465982,0.32956905277118526,0.5802801724137931,0.034024118142434216,0.008922034212224605,0.019817739307594583,528458.0,-0.13251005756370426,0.1685628298937043,-0.30107288745740857
S00007,2026-01-07,465281,318477,54558,154800,269236,9387,3635,6582,0.17130907412466206,0.33270217352524606,0.5786524702276689,0.029474655940617375,0.011413697064466193,0.02066711253873906,458432.0,0.014940056540555524,-0.13251005756370426,0.1474501141042598
S00007,2026-01-08,497510,358314,68958,163208,284427,13043,4368,6760,0.19245131365227147,0.32804968744346846,0.5717010713352495,0.036401033730191955,0.012190425157822468,0.018866134172820487,465281.0,0.0692678188019713,0.014940056540555524,0.05432776226141578
S00007,2026-01-09,509815,368586,71807,175294,289753,11854,3850,5857,0.19481749171156798,0.3438384512028873,0.568349303178604,0.03216074403260026,0.01044532347945934,0.015890457043946326,497510.0,0.024733171192538927,0.0692678188019713,-0.044534647609432376
S00007,2026-01-10,455262,321022,57387,147084,268128,9932,3174,4689,0.1787634492340089,0.32307550377584776,0.5889531742161657,0.030938689560217055,0.009887172841736704,0.014606475568652615,509815.0,-0.1070054823808636,0.024733171192538927,-0.13173865357340253
S00007,2026-01-11,405146,305028,53731,130390,235406,10186,2645,5205,0.17615104187156588,0.3218345978980417,0.5810399214110469,0.033393655664398024,0.008671335090549064,0.017064007238679728,455262.0,-0.11008166725973179,-0.1070054823808636,-0.0030761848788681823
S00007,2026-01-12,473350,352995,68553,160434,274567,12886,4190,6241,0.19420388390770407,0.3389331361571776,0.580050702440055,0.03650476635646397,0.011869856513548351,0.01768013711242369,405146.0,0.1683442512082065,-0.11008166725973179,0.2784259184679383
S00007,2026-01-13,570138,416353,69991,187163,319074,13108,4667,8109,0.16810494940591278,0.328276662843031,0.5596434547425361,0.03148290032736644,0.011209238314603234,0.019476261729830215,473350.0,0.20447449033484744,0.1683442512082065,0.03613023912664093
S00007,2026-01-14,521230,384660,73165,177770,292656,11286,3319,7580,0.19020693599542454,0.34105864973236383,0.5614719029986762,0.029340196537201685,0.008628399105703738,0.019705714137160088,570138.0,-0.08578274031901045,0.20447449033484744,-0.2902572306538579
S00008,2026-01-01,605095,451065,155258,139860,439796,47470,17160,28519,0.34420316362386794,0.23113725943860056,0.7268214082086284,0.10523982131178433,0.03804329752918094,0.06322592087614867,,0.0,,0.0
S00008,2026-01-02,516314,377186,112534,124400,369056,37898,14824,24192,0.2983514764598898,0.24093865361001252,0.7147898371920963,0.10047562740928878,0.03930156474524505,0.06413811753352458,605095.0,-0.14672241548847698,0.0,-0.14672241548847698
S00008,2026-01-03,504442,361770,110819,121358,360915,37531,14348,23415,0.30632446029245103,0.2405786988395098,0.7154737313705044,0.10374270945628437,0.039660557812975096,0.0647234430715648,516314.0,-0.022993759611399267,-0.14672241548847698,0.12372865587707771
S00008,2026-01-04,501108,359228,116529,119439,360395,35615,13736,23629,0.32438729720400417,0.238349816805958,0.7191962610854347,0.09914316255971138,0.0382375538655116,0.06577716659057757,504442.0,-0.006609283128684806,-0.022993759611399267,0.01638447648271446
S00008,2026-01-05,474517,341938,103746,115327,340578,34670,12637,22485,0.3034058805982371,0.2430408183479201,0.7177361401172139,0.10139265012955564,0.03695699220326492,0.06575753499172364,501108.0,-0.053064409269059754,-0.006609283128684806,-0.04645512614037495
S00008,2026-01-06,498791,374224,118582,121123,357327,38542,14368,23503,0.31687438539484375,0.2428331706065266,0.7163862218845167,0.1029917910128693,0.03839411689255633,0.06280463038180341,474517.0,0.051155174630203026,-0.053064409269059754,0.10421958389926278
S00008,2026-01-07,477305,341809,111171,115666,337047,34292,12663,23158,0.3252430450924347,0.24233142330375756,0.7061459653680561,0.1003250353267468,0.03704700578393196,0.0677512880000234,498791.0,-0.04307615815040766,0.051155174630203026,-0.09423133278061069
S00008,2026-01-08,477606,346446,104711,119042,339825,36149,13192,21112,0.3022433510561531,0.24924728751313843,0.7115174432482004,0.10434237947616656,0.03807808431905694,0.060938789883560496,477305.0,0.0006306240244706718,-0.04307615815040766,0.043706782174878334
S00008,2026-01-09,562192,389794,129619,136934,401580,39415,14378,25185,0.3325320553933616,0.24357159120015937,0.7143111250249026,0.10111751335320708,0.03688615012031996,0.06461105096538171,477606.0,0.17710414023274423,0.0006306240244706718,0.17647351620827356
S00008,2026-01-10,533967,384009,118950,131369,378297,39573,14658,25118,0.30975836503831944,0.24602456706126033,0.708465129867576,0.10305227221237002,0.038170980367647635,0.0654099252882094,562192.0,-0.050205267951162647,0.17710414023274423,-0.22730940818390688
S00008,2026-01-11,527031,384415,103382,126673,377559,39893,14824,25520,0.26893331425672773,0.2403520855509448,0.7163885995320959,0.10377586722682518,0.03856249105784113,0.06638658741204168,533967.0,-0.012989566770980177,-0.050205267951162647,0.03721570118018247
S00008,2026-01-12,500779,355719,124443,115957,359228,36046,13563,23141,0.34983512266704897,0.23155324005199898,0.7173383867933759,0.10133279358145053,0.0381284103463689,0.06505415791678262,527031.0,-0.04981111168033758,-0.012989566770980177,-0.03682154490935741
S00008,2026-01-13,464783,336563,107512,110273,329713,34581,13011,22462,0.31944093676369656,0.23725695647216014,0.7093912643104416,0.10274747966948239,0.038658438390435076,0.06673936231849609,500779.0,-0.07188001094295093,-0.04981111168033758,-0.02206889926261335
S00008,2026-01-14,422062,300639,94244,101492,301579,31687,11891,20276,0.3134789564893444,0.24046704038743122,0.7145372006956324,0.10539883381730247,0.03955242001204102,0.06744301304887257,464783.0,-0.09191601241869862,-0.07188001094295093,-0.02003600147574769
S00009,2026-01-01,472769,338359,97063,122921,322773,30296,10199,18916,0.2868639521927893,0.260002242109783,0.6827287745177878,0.08953803504561723,0.030142540910689533,0.05590511852795404,,0.0,,0.0
S00009,2026-01-02,505473,363217,114453,129009,341772,31970,10978,20682,0.31510914962680714,0.25522431465182116,0.6761429393854864,0.08801900792088475,0.030224356238832434,0.05694116740130556,472769.0,0.06917543239933255,0.0,0.06917543239933255
