current_streams,current_listeners,repeat_rate,skip_rate,completion_rate,save_rate,share_rate,playlist_add_rate,avg_stream_growth,max_stream_growth,growth_acceleration,future_streams,hit
527696,368555,0.226769410264411,0.2968508383614808,0.6353089657681695,0.0633284041730542,0.0207458859600331,0.0382113931434928,0.0,0.0,0.0,7572971,0
391713,295694,0.252155944997193,0.2783670697679168,0.6510072425474773,0.0694298835958795,0.024778994501072,0.0421956482038864,0.0,0.0,0.0,5874916,0
478634,347681,0.2199976415162174,0.3117099913503846,0.621846755558527,0.0512682602730664,0.0166071772688182,0.0333006405296809,0.0,0.0,0.0,5911328,0
468183,338493,0.1711468183980171,0.3054297144492645,0.6137877710211606,0.0514279468113077,0.016555733796563,0.0304348982105981,0.0,0.0,0.0,5931897,0
487598,357047,0.2549776359975017,0.267023244558017,0.6743669990442946,0.0794237173257302,0.0297971975678272,0.0499990197368973,0.0,0.0,0.0,5990215,0
451936,332027,0.2652224066115105,0.2788735573178503,0.6587392905190116,0.0735632945513467,0.0262689480072403,0.0479238134248118,0.0,0.0,0.0,6284860,0
565215,414982,0.2270724995301001,0.2944737843121644,0.638125315145564,0.0663209488604325,0.0228997884245581,0.037789590873821,0.0,0.0,0.0,7241573,0
435808,304132,0.2119145634132547,0.3269834422497981,0.5782592334238931,0.0385161706101298,0.0119947917351676,0.0213032499046466,0.0,0.0,0.0,4997237,0
544154,388689,0.2569689391775944,0.2611301212524395,0.6808458634871746,0.0888705365986688,0.0301835143263637,0.0537782134302745,0.0,0.0,0.0,7694686,1
619367,449190,0.2220552550145818,0.3003501962487507,0.628070271745185,0.055896168659142,0.0188071862686168,0.0293394777265745,0.0,0.0,0.0,7423697,0
634657,464698,0.2261339622722714,0.2943794837211281,0.6310448005773197,0.0580957955489371,0.0204692079587172,0.0355951607280427,0.0,0.0,0.0,7402703,0
544764,404054,0.2488405015171239,0.2936556013246102,0.6177298793606039,0.0543046226494478,0.0208041499403545,0.0368069614457473,0.0,0.0,0.0,6859432,0
463157,332826,0.2573026145793898,0.2757747372921061,0.664273669619589,0.0709710178892274,0.0252504311562197,0.0422803506937558,0.0,0.0,0.0,6196693,0
316348,231517,0.1645149168311614,0.33836787335466,0.567261370389571,0.0237909095228428,0.0076754622770682,0.0147591753521339,0.0,0.0,0.0,4685357,0
470052,338778,0.2351362839381542,0.3081169742922059,0.6179571621863112,0.0516326325794473,0.0164296382882005,0.0302823678042848,0.0,0.0,0.0,5846785,0
598086,425389,0.2280195303592711,0.2778647217958621,0.6438873339285655,0.0658033000383178,0.0211124406131799,0.040663956989955,0.0,0.0,0.0,8002791,1
594883,428378,0.2329111205524093,0.2682880499190597,0.6629992788497906,0.0775506678680978,0.0295580071805741,0.0455392200346423,0.0,0.0,0.0,8060127,1
461353,342442,0.2589694021177309,0.2896263815343132,0.6482216437305057,0.06685511707092,0.025344437890212,0.0360995438643624,0.0,0.0,0.0,6459293,0
399541,294659,0.1535130438914134,0.3307620494517458,0.5644201721475393,0.0276149718827526,0.0092344031575482,0.0110263049830482,0.0,0.0,0.0,5289224,0
491634,348839,0.1977645848084646,0.312523137130467,0.6185719457970766,0.0462820957519084,0.0169963794185856,0.0321953680637772,0.0,0.0,0.0,6325789,0
523244,375002,0.2827744918693767,0.2653236348625115,0.6789146172722478,0.0834128884645948,0.0337278201182927,0.0492717372174015,0.0,0.0,0.0,6760280,0
